churn,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,account_paperlessbilling,account_charges_monthly,account_charges_daily,internet_internetservice_Fiber optic,internet_internetservice_No,account_contract_One year,account_contract_Two year,account_paymentmethod_Credit card (automatic),account_paymentmethod_Electronic check,account_paymentmethod_Mailed check
0,0,0,0,1.1215777369101376,0,0,1,0,1,0.48089673477488887,1.379647357887215,True,False,True,False,False,False,False
0,0,1,1,0.6331481438728419,1,0,1,0,0,-0.6555822168761533,1.7917233870880906,False,False,True,False,True,False,False
1,0,0,0,-1.2798677621899,0,0,1,0,1,0.6919096395405062,0.6918092553689461,True,False,False,False,True,False,False
1,0,0,0,-0.7100332369797215,0,0,0,0,1,0.9511065934258315,1.9655148522154444,True,False,False,False,False,True,False
0,0,1,0,0.7145530760457245,1,1,0,1,1,1.4927617662887553,-0.9979452515170002,True,False,False,False,False,False,False
0,0,1,1,1.6100073299474336,1,1,1,1,0,0.8298157111589808,-0.9845257429067092,False,False,False,True,True,False,False
0,0,0,0,0.5517432116999592,1,1,0,0,0,0.6487101472262854,1.7041213645975564,True,False,False,False,False,False,True
0,0,1,1,1.6100073299474336,1,1,1,1,0,0.927845328333559,0.7018297437062361,False,False,False,True,False,False,False
0,0,1,1,-1.2798677621899,0,0,0,0,0,-1.4963107980682984,2.3589183414750265,False,True,False,False,False,False,True
0,0,0,0,-1.2798677621899,0,0,0,0,1,-0.4861072854895943,0.915548661261248,False,False,False,False,False,True,False
0,1,0,0,1.406494999515227,1,1,0,1,1,0.9211992525929096,0.5082400890666601,True,False,False,True,False,False,False
0,0,1,1,0.6331481438728419,0,1,0,1,0,0.4958504051913501,-0.023530011176333552,False,False,False,True,False,True,False
0,0,0,0,1.6100073299474336,1,1,1,1,1,1.5010693609645671,-0.10367184631443625,True,False,False,True,False,True,False
0,0,1,0,0.7959580082186072,1,1,1,1,1,0.5540035679220321,-0.15496615225245633,False,False,True,False,True,False,False
0,0,1,1,1.406494999515227,0,1,0,0,0,-0.47115361507313336,-0.8881392394508858,False,False,True,False,True,False,False
1,0,1,1,-0.18090117785598445,0,0,0,0,1,0.5423729353758954,-0.9265216826635437,True,False,False,False,False,True,False
0,0,1,1,-0.018091313510219174,0,1,1,0,0,-0.07571210850449574,-0.7190931597696055,False,False,False,False,False,False,False
1,1,1,0,-0.22160364394242577,1,0,0,0,1,0.3479752199619015,0.5324746621819553,True,False,False,False,False,False,False
0,0,0,0,-1.1984628300170173,0,1,1,0,0,0.8530769762512537,-0.3932286447657638,True,False,False,False,False,True,False
1,0,0,0,-1.2391652961034587,0,0,0,0,1,0.6952326774108312,0.010129118150465388,True,False,False,False,False,True,False
1,0,0,1,-0.9542480334983694,0,0,1,1,1,0.2715453489444339,-0.33447415147531223,False,False,False,False,False,False,True
0,0,1,1,0.7145530760457245,1,0,0,1,1,0.19179244005664126,1.9588492410307268,False,False,False,True,True,False,False
0,0,1,1,1.569304863860992,0,0,0,0,0,-1.4830186465869997,2.5506539850566017,False,True,False,True,False,False,False
1,1,1,0,-0.018091313510219174,0,0,0,0,1,0.33800610635092754,-0.9806632198692077,True,False,False,False,False,True,False
0,0,1,1,-0.6693307708932802,1,0,1,0,0,1.195349876894696,-0.768930742733482,True,False,False,False,False,False,False
0,0,1,1,1.406494999515227,0,0,1,1,1,1.359840251475768,1.2456950589466629,True,False,False,True,False,False,False
0,0,1,1,1.6100073299474336,1,1,1,1,1,1.647283027258853,-0.8010669344054947,True,False,False,True,True,False,False
1,0,0,0,-1.1984628300170173,0,0,0,0,0,-1.494649279133136,-0.7969174810852073,False,True,False,False,False,True,False
0,0,1,1,-0.38441350828819104,0,0,0,0,0,-1.3417895370982005,0.4785759121386486,False,True,True,False,False,False,True
0,0,1,1,1.6100073299474336,1,1,1,1,0,0.17019269389953062,-0.9563845036334839,False,False,False,True,False,False,False
0,0,1,1,-1.035652965671252,1,1,1,0,0,-0.19534147183618442,1.2165385279035799,False,False,False,False,False,False,True
0,0,1,1,-0.9949504995848107,0,0,0,0,1,-0.343216657065633,-0.8495360806360851,False,False,False,False,False,True,False
0,0,1,1,1.3657925334287855,0,0,0,1,0,-0.47115361507313336,-0.33994789840845724,False,False,False,True,False,False,False
1,0,0,0,-1.1170578978441348,0,0,0,0,0,-1.4514497868189153,-0.13145994062423297,False,True,False,False,False,False,True
1,0,0,0,0.6738506099592833,0,1,1,0,1,1.2950410130044365,0.9904153935081345,True,False,False,False,False,False,False
0,0,1,0,1.2436851351694616,0,0,0,0,1,-1.4880032033924866,-0.9645068377923443,False,True,False,True,False,False,False
0,1,1,1,-0.8321406352390455,0,0,0,1,1,-1.1772991625171287,-0.8662221801580915,False,False,False,False,False,False,True
0,0,1,1,-0.22160364394242577,1,1,0,0,1,-0.33158602451949654,-0.4628644172418625,False,False,False,False,True,False,False
0,0,0,0,0.10401608474910477,1,1,1,0,0,-0.13884982804066492,0.12077384950472299,False,False,False,False,False,True,False
0,0,1,1,0.8773629403914898,0,1,1,1,1,0.7135093856976168,1.0611547439949478,False,False,False,False,False,True,False
1,0,0,0,-1.2798677621899,0,0,0,0,1,1.0208903887026501,-0.735404042767969,True,False,False,False,False,True,False
0,0,0,0,-1.1170578978441348,0,0,1,1,1,-0.02586654044962547,-0.6345590841488582,False,False,False,False,True,False,False
0,0,0,0,-0.5472233726339563,0,1,0,1,1,0.02065598973491983,0.11097407676957637,False,False,True,False,False,False,False
0,0,1,1,0.7959580082186072,0,1,1,1,0,-0.4827842476192696,-0.9686562911126315,False,False,False,True,False,False,True
0,0,1,1,1.6100073299474336,1,1,1,1,1,-0.030851097255112685,-0.8289212433959341,False,False,False,True,False,False,False
0,0,0,0,-0.018091313510219174,0,0,0,0,1,-1.4846801655221622,-0.8064965382182111,False,True,False,True,False,False,False
1,0,1,0,-0.9949504995848107,0,1,1,0,0,1.2103035473111572,-0.8624479433614473,True,False,False,False,False,True,False
0,0,0,0,0.34823088126775265,0,0,1,0,0,0.009025357188783622,2.2523789203206275,False,False,True,False,False,False,True
0,0,0,0,-1.1170578978441348,0,0,0,0,1,-1.5112644684847594,-0.8200926193102164,False,True,False,False,False,False,True
0,0,0,1,-0.8728431013254868,1,0,0,1,1,-0.9529941062702126,1.6463821630769624,False,False,True,False,False,False,True
1,0,0,0,-1.1170578978441348,0,0,0,1,1,1.0424901348597602,1.6622957579914688,True,False,False,False,False,True,False
0,0,0,0,-0.6693307708932802,0,0,0,0,0,-1.5179105442254088,-0.9277135469151158,False,True,True,False,False,False,True
0,1,0,0,1.569304863860992,0,1,0,1,0,1.3631632893460925,-0.8677671893730922,True,False,True,False,False,False,False
0,0,0,0,-0.8728431013254868,0,1,1,1,1,-0.8084419589110888,-0.0026723867738253576,False,False,True,False,True,False,False
1,0,1,1,1.162280202996579,0,1,0,0,1,1.1438427899046635,-0.8641033103775193,True,False,False,False,False,True,False
0,0,1,0,1.569304863860992,1,1,1,1,1,0.666986855513071,-0.6143194634323502,False,False,True,False,False,False,False
0,0,0,0,-0.9542480334983694,0,0,0,0,0,-1.4913262412628112,-0.971084162736204,False,True,False,False,False,False,True
0,0,0,0,-1.0763554317576933,1,0,0,0,1,-0.5077070316467047,-0.5769743835497642,False,False,False,False,False,True,False
1,0,0,0,-0.26230611002886706,0,0,0,0,1,0.7999083703260584,-0.9322161451988316,True,False,False,False,False,False,False
0,0,0,0,-1.0763554317576933,1,1,0,0,0,-0.31829387303819784,1.3877917636062898,False,False,False,False,False,False,True
0,0,0,0,-0.8728431013254868,0,0,1,0,0,0.666986855513071,0.022467120310255995,True,False,False,False,False,True,False
1,0,1,0,-1.2798677621899,0,0,0,0,1,0.5257577460242719,-0.9671333534578453,True,False,False,False,False,True,False
0,0,1,0,0.6738506099592833,0,0,0,0,1,-1.4813571276518374,-0.9852099612733524,False,True,False,True,False,False,False
0,0,1,1,-1.1984628300170173,0,1,0,0,1,-0.2003260286416714,-0.9531179127217684,False,False,False,False,True,False,False
0,0,0,0,0.8366604743050484,1,1,1,1,0,1.1554734224507996,2.0178906646039647,True,False,False,True,False,False,True
1,0,1,1,-0.38441350828819104,1,0,0,1,1,1.167104054996936,-0.6798499257085902,True,False,False,False,False,True,False
1,0,0,0,-1.2391652961034587,0,0,0,0,0,-0.6439515843300168,2.075651937684773,False,False,False,False,False,True,False
1,0,0,0,-1.2798677621899,1,0,0,0,1,-0.5376143724796271,0.6864900093573013,False,False,False,False,False,False,True
0,0,0,1,-1.1984628300170173,0,0,0,0,1,-1.2736672607565447,-0.9756971188209914,False,True,False,True,False,False,True
1,1,1,0,1.4471974656016682,0,1,0,0,1,1.1787346875430726,-0.867458187530092,True,False,False,False,False,True,False
1,0,0,0,-0.9949504995848107,0,0,1,0,1,0.995967604675215,1.711515337269345,True,False,False,False,False,True,False
0,0,1,0,1.5286023977745509,0,0,1,0,1,1.0939972218497933,-0.8609029341464467,True,False,True,False,False,True,False
0,0,1,1,0.26682594909487006,0,0,1,0,0,1.1720886118024232,-0.9034789737998203,True,False,True,False,False,True,False
1,0,0,0,-1.2798677621899,0,0,0,0,1,0.17850028857534234,0.5216375261167369,True,False,False,False,False,True,False
1,0,0,0,-1.1984628300170173,0,1,0,1,1,1.1023048165256049,1.3597608821341358,True,False,False,False,False,True,False
0,0,1,0,1.1215777369101376,0,1,1,0,0,1.2551645585605402,0.9548360384426916,True,False,True,False,False,False,False
1,0,1,0,-1.1170578978441348,0,0,0,0,0,0.1735157317698556,0.0636085085497005,True,False,False,False,False,True,False
1,1,0,0,-1.1984628300170173,0,1,0,0,1,0.5523420489868693,-0.7516707826459039,True,False,False,False,False,True,False
0,0,1,0,0.9180654064779311,1,1,0,1,1,0.04391725482719271,1.1361980487235486,False,False,True,False,True,False,False
0,0,0,0,1.6100073299474336,1,0,1,1,1,-0.11725008188355429,-0.8651848168280197,False,False,False,True,True,False,False
0,1,1,0,1.6100073299474336,1,1,1,1,0,0.32139091699930417,1.5913577634627263,False,False,False,True,False,False,False
1,0,0,0,0.34823088126775265,0,1,1,0,1,1.3814399976328782,-0.8183048229328586,True,False,False,False,False,True,False
0,0,0,0,1.1215777369101376,1,1,1,0,0,-0.8350262618736861,0.2784972187960703,False,False,False,True,False,False,False
1,0,0,0,-1.0763554317576933,0,0,0,0,0,0.8165235596776819,-0.7762585007246279,True,False,False,False,False,True,False
0,0,1,0,0.5517432116999592,0,1,1,1,1,1.4678389822613203,1.5122974347751241,True,False,False,True,True,False,False
0,0,0,0,-0.7100332369797215,0,0,0,0,0,-1.4896647223276491,-0.7984183471797794,False,True,False,False,False,False,True
